,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6331,5416500660,20150430T000000,426500.0,4.0,2.5,2960,4640,2.0,0,0,3,9,2960,0,2005,0,98038,47.3597,-122.04,2750,4623
6650,1196000007,20140505T000000,384900.0,5.0,2.5,3090,12750,1.0,0,0,3,8,1750,1340,1968,0,98023,47.3408,-122.335,1760,25919
18523,1225039052,20141112T000000,465000.0,3.0,3.25,1510,1850,2.0,0,2,3,8,1230,280,2001,0,98107,47.6683,-122.362,1540,1840
19196,1525059198,20140521T000000,1185000.0,3.0,2.25,2760,40946,2.0,0,0,5,10,2760,0,1978,0,98005,47.6501,-122.164,3030,42253
1413,9122001231,20150403T000000,585444.0,6.0,3.75,2740,6924,1.0,0,2,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000
13444,2267000730,20140701T000000,545000.0,3.0,2.5,1530,3210,1.5,0,0,5,7,1010,520,1928,0,98117,47.6913,-122.393,1330,4410
15400,8819900170,20140825T000000,861000.0,3.0,2.0,2520,3959,1.0,0,0,5,8,1270,1250,1931,0,98105,47.6693,-122.289,1660,3959
15419,5009600010,20140612T000000,248000.0,4.0,2.5,1770,5855,2.0,0,0,3,7,1770,0,2003,0,98038,47.3483,-122.053,1790,5679
10503,7518503490,20140731T000000,495000.0,3.0,2.0,1340,2550,2.0,0,0,3,7,1340,0,1984,0,98117,47.6793,-122.38,1370,5100
9457,7010701016,20150209T000000,411000.0,1.0,1.0,1080,5000,1.5,0,0,3,7,1080,0,1948,0,98199,47.6603,-122.394,1620,4000
2999,5071400485,20140807T000000,637000.0,3.0,2.0,1980,6000,1.0,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.283,1260,6000
4508,2207200820,20141015T000000,413107.0,3.0,1.5,1420,7520,1.0,0,0,4,7,1420,0,1956,0,98007,47.601000000000006,-122.134,2000,7520
3792,1245500099,20150506T000000,702000.0,3.0,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811
3115,4047200850,20150402T000000,387000.0,3.0,1.5,1620,21929,2.0,0,0,3,7,1620,0,1990,0,98019,47.767,-121.903,1600,21679
3141,8567300110,20140604T000000,485000.0,3.0,2.5,2340,59058,1.0,0,0,3,8,2340,0,1985,0,98038,47.4052,-122.028,2700,37263
21474,2895800590,20141020T000000,359800.0,5.0,2.5,2170,2752,2.0,0,0,3,8,2170,0,2014,0,98106,47.5167,-122.347,1800,2752
17558,7631800015,20150407T000000,2510000.0,3.0,3.25,5480,57990,2.0,1,4,3,11,5480,0,1991,0,98166,47.4558,-122.371,2500,22954
7326,100100050,20141112T000000,275000.0,3.0,1.0,1320,11090,1.0,0,0,3,7,1320,0,1955,0,98155,47.7748,-122.304,1320,8319
11448,2624039114,20150413T000000,360000.0,2.0,1.0,1120,12625,1.0,0,3,3,7,1120,0,1940,0,98136,47.5397,-122.385,1880,6828
20687,7203140270,20140515T000000,386380.0,3.0,2.5,1720,3600,2.0,0,0,3,7,1720,0,2010,0,98053,47.6856,-122.013,1720,3600
12093,2023039045,20141103T000000,295000.0,2.0,1.0,1300,39639,1.0,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,1880,98881
15831,8001470480,20150306T000000,970000.0,4.0,2.75,3980,9209,2.0,0,0,3,11,3980,0,2002,0,98074,47.6286,-122.064,3800,9333
8081,7205500120,20150423T000000,280400.0,4.0,1.75,1730,7210,1.0,0,0,4,7,1010,720,1968,0,98003,47.354,-122.315,1620,7210
17699,7215730930,20150112T000000,500000.0,3.0,2.5,1650,4648,2.0,0,0,3,8,1650,0,2001,0,98075,47.5968,-122.015,1800,5637
7724,1159400220,20140529T000000,790000.0,5.0,3.25,2900,12160,1.0,0,0,4,8,1890,1010,1967,0,98005,47.6154,-122.168,2590,12160
15060,4122500095,20150413T000000,1050000.0,5.0,2.75,2520,18625,1.0,0,0,3,8,1660,860,1959,0,98004,47.6409,-122.207,3000,16624
2522,1822500160,20141212T000000,356500.0,4.0,2.5,2570,11473,2.0,0,0,3,8,2570,0,2008,0,98003,47.2809,-122.296,2430,5997
2261,3971701455,20141003T000000,273000.0,2.0,0.5,1180,7750,1.0,0,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976
16084,7519000225,20141030T000000,465000.0,3.0,1.0,1580,3774,1.5,0,0,3,6,1580,0,1900,0,98117,47.6839,-122.361,1580,3860
21495,7787920180,20150504T000000,534950.0,5.0,2.5,3220,10572,2.0,0,0,3,8,3220,0,2006,0,98019,47.7268,-121.957,2890,9090
5090,1328320440,20141210T000000,355000.0,3.0,2.25,1960,7000,1.0,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140
20381,8562710250,20140505T000000,890000.0,4.0,4.25,4420,5750,2.0,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750
7885,5015000180,20141110T000000,713500.0,3.0,2.0,1720,4200,2.0,0,0,3,8,1720,0,1908,1992,98112,47.6285,-122.301,1720,4200
12958,6632900452,20141205T000000,690500.0,4.0,2.75,3130,8920,2.0,0,0,3,8,3130,0,2014,0,98155,47.7397,-122.316,1450,9183
16051,7883605900,20141015T000000,315450.0,3.0,1.75,1130,7500,1.5,0,0,4,7,1130,0,1908,0,98108,47.5254,-122.318,1240,6000
20087,9477580110,20140626T000000,971971.0,4.0,3.75,3460,6738,2.0,0,0,3,11,3460,0,2013,0,98059,47.506,-122.145,3340,6120
17767,7352200450,20150115T000000,2050000.0,4.0,3.25,3580,19989,1.5,1,4,4,7,3480,100,1915,1965,98125,47.7087,-122.276,2410,6389
20578,424069279,20150328T000000,1180000.0,6.0,6.5,6260,10955,2.0,0,0,3,11,4840,1420,2007,0,98075,47.5947,-122.039,2710,12550
11689,3121059036,20141029T000000,400000.0,2.0,1.0,1140,101529,1.5,0,0,3,6,1140,0,1932,0,98092,47.2592,-122.228,1580,101529
14316,7338000730,20140728T000000,167000.0,3.0,1.5,1280,5547,2.0,0,0,4,6,1280,0,1985,0,98002,47.3344,-122.215,1150,4500
1855,6699000810,20140813T000000,315000.0,5.0,2.5,3220,5751,2.0,0,0,3,8,3220,0,2002,0,98042,47.3717,-122.104,2740,5500
99,7338200240,20140516T000000,437500.0,3.0,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065
10205,40000228,20141015T000000,221900.0,2.0,1.0,780,6727,1.0,0,0,3,6,780,0,1939,0,98168,47.4733,-122.281,1860,10124
13397,7697920150,20141002T000000,240000.0,4.0,2.25,1830,7614,2.0,0,0,3,7,1830,0,1991,0,98030,47.3682,-122.179,1860,6930
14205,7856570150,20140625T000000,913888.0,5.0,2.25,2370,15512,2.0,0,0,4,9,2370,0,1981,0,98006,47.5555,-122.15,2380,15100
14001,2354300456,20150311T000000,130000.0,2.0,1.0,600,1500,1.0,0,0,4,4,600,0,1900,0,98027,47.5289,-122.033,1130,6000
1116,9178600560,20140623T000000,690000.0,2.0,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560
16897,3303990380,20141204T000000,972000.0,4.0,3.25,4010,13797,2.0,0,0,3,11,4010,0,2003,0,98059,47.5229,-122.152,3980,12120
15487,8125200480,20150508T000000,422000.0,4.0,2.5,2310,6650,2.0,0,2,3,8,2310,0,2012,0,98166,47.4513,-122.267,1800,9819
5024,98000950,20141210T000000,1060000.0,4.0,5.25,4140,14757,2.0,0,2,3,11,4140,0,2005,0,98075,47.5871,-121.969,4440,15523
9708,2473460060,20150422T000000,349000.0,3.0,1.75,1740,7682,1.0,0,0,3,8,1330,410,1978,0,98058,47.4451,-122.126,2010,8820
15040,3623059027,20141022T000000,200000.0,2.0,0.75,780,55764,1.0,0,0,4,4,780,0,1945,0,98058,47.442,-122.105,1620,30847
18030,9465200405,20140821T000000,412000.0,2.0,1.0,910,6282,1.0,0,0,4,7,910,0,1939,0,98103,47.6967,-122.354,970,6281
10473,1682500240,20150225T000000,285000.0,4.0,2.25,1970,7200,2.0,0,0,3,8,1970,0,1979,0,98092,47.3132,-122.182,1790,7500
3899,3649100315,20140625T000000,418800.0,4.0,2.25,2100,9984,1.0,0,0,4,7,1290,810,1973,0,98028,47.7365,-122.242,1930,10511
10543,2115720270,20150414T000000,269000.0,2.0,2.0,1540,5000,1.5,0,0,3,8,1540,0,1986,0,98023,47.319,-122.394,1590,5000
11821,3426059050,20140520T000000,315000.0,2.0,1.0,790,6969,1.0,0,0,3,6,790,0,1955,1984,98052,47.6978,-122.164,1380,12196
10078,9547200340,20150120T000000,520000.0,3.0,2.75,1700,3264,1.0,0,0,3,7,1060,640,1919,0,98115,47.6767,-122.311,1880,4080
14630,123039207,20141209T000000,283000.0,4.0,2.0,2100,8160,1.0,0,0,3,7,1200,900,1959,0,98106,47.5145,-122.365,1140,8160
20574,6145600557,20140509T000000,212000.0,2.0,1.5,1020,1525,2.0,0,0,3,7,1020,0,2004,0,98133,47.70399999999999,-122.347,1020,3844
11648,2523039282,20141121T000000,250000.0,2.0,1.0,1420,21158,1.0,0,0,3,7,1420,0,1953,0,98166,47.4594,-122.359,1220,8625
1451,2228900270,20150212T000000,302000.0,2.0,1.0,1010,6000,1.0,0,0,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313
17867,3031200120,20141118T000000,255000.0,4.0,1.75,960,8863,1.0,0,0,5,6,580,380,1949,0,98118,47.5372,-122.289,1720,8249
11161,3971700903,20150122T000000,422250.0,3.0,1.75,1650,7145,2.0,0,0,5,8,1300,350,1977,0,98155,47.7733,-122.324,1760,7206
2310,2724069117,20141114T000000,380000.0,6.0,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969
8998,1771100360,20140707T000000,320000.0,3.0,1.0,1120,10576,1.0,0,0,4,7,1120,0,1969,0,98077,47.7575,-122.072,1300,10000
17762,7750500120,20141118T000000,300000.0,3.0,1.0,950,4760,1.5,0,0,3,6,950,0,1929,0,98106,47.5236,-122.348,1080,4760
7092,8563020170,20150310T000000,485000.0,3.0,1.75,1650,9500,1.0,0,0,3,8,1650,0,1967,0,98052,47.631,-122.098,1880,9375
15899,3395040920,20140618T000000,300000.0,3.0,2.5,1700,3575,2.0,0,0,3,7,1700,0,2000,0,98108,47.5418,-122.295,1590,3380
6221,4222310290,20140819T000000,253000.0,4.0,2.0,1910,7826,1.0,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826
15361,7304300420,20140801T000000,464500.0,4.0,2.5,1750,11381,1.0,0,0,4,7,1610,140,1947,0,98155,47.7425,-122.321,1080,11375
7502,345700180,20140716T000000,250000.0,2.0,1.0,990,10556,2.0,0,0,3,7,990,0,1981,0,98056,47.5118,-122.188,1350,7295
10704,1422059129,20140814T000000,375000.0,3.0,2.0,3120,42247,1.0,0,0,4,7,2150,970,1980,0,98042,47.3925,-122.137,2100,43416
485,8732131090,20150428T000000,295000.0,4.0,2.5,2160,7725,1.0,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,2060,8250
2998,7147600245,20140627T000000,259500.0,3.0,1.75,1650,12349,1.0,0,0,3,7,1650,0,1957,0,98188,47.442,-122.282,1470,10763
14584,9277200180,20150420T000000,410000.0,3.0,1.0,1410,5000,1.0,0,0,3,6,980,430,1925,0,98116,47.5769,-122.397,1410,5000
9182,2490200615,20140609T000000,400000.0,2.0,1.0,1140,5100,1.0,0,0,3,7,1140,0,1942,0,98136,47.5323,-122.383,1230,5100
12448,3432500765,20140612T000000,320000.0,2.0,1.0,1100,8281,1.0,0,0,4,7,1100,0,1947,0,98155,47.7414,-122.315,1510,8281
6781,985000950,20150227T000000,217000.0,2.0,1.0,770,9715,1.0,0,0,4,6,770,0,1942,0,98168,47.4924,-122.312,1140,9715
3100,622069006,20140820T000000,1500000.0,4.0,5.5,6550,217374,1.0,0,0,3,11,5400,1150,2006,0,98058,47.4302,-122.095,4110,50378
2547,3630120960,20140718T000000,715000.0,3.0,3.25,3230,5000,2.0,0,0,3,9,3230,0,2006,0,98029,47.5558,-122.002,2670,3977
19995,1123049232,20140606T000000,279000.0,5.0,2.5,2690,5557,2.0,0,0,3,7,2690,0,2012,0,98178,47.4914,-122.253,2090,10500
1595,5315100737,20140528T000000,900000.0,6.0,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,1985,98040,47.5833,-122.242,2720,11740
19859,8895800200,20141017T000000,1100000.0,4.0,2.75,3590,5625,2.0,0,0,3,10,3590,0,2012,0,98052,47.6959,-122.133,3590,5625
19248,1645000580,20141002T000000,270000.0,4.0,2.5,1900,8282,1.0,0,0,3,7,1900,0,1968,1997,98022,47.2089,-122.003,1420,8350
7343,4289900005,20141230T000000,1535000.0,4.0,3.25,2850,4100,2.0,0,3,3,10,1820,1030,1908,2003,98122,47.6147,-122.285,2130,4200
7560,5104540330,20150508T000000,679000.0,4.0,2.5,3680,7236,2.0,0,0,3,10,3680,0,2006,0,98038,47.3543,-122.005,3310,7180
17949,1560920450,20140924T000000,550000.0,4.0,3.0,4180,35169,2.0,0,0,3,11,4180,0,1986,1998,98038,47.4,-122.027,3010,35190
9516,425200145,20140703T000000,265000.0,3.0,1.0,1020,8610,1.0,0,0,5,7,1020,0,1959,0,98056,47.4974,-122.169,1070,5940
9250,1446401540,20140916T000000,243000.0,3.0,1.0,1500,6600,1.0,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,6600
11583,2011400662,20141027T000000,306500.0,2.0,1.0,1390,19988,1.0,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490
4112,1387300940,20150429T000000,441000.0,3.0,1.5,1540,7200,1.0,0,0,3,7,1540,0,1968,0,98011,47.7357,-122.195,1560,7500
3012,148000375,20140619T000000,945000.0,2.0,2.5,2540,7089,2.0,0,0,3,9,2540,0,2004,0,98116,47.5747,-122.414,1330,7089
10374,7128300060,20140707T000000,443000.0,5.0,1.75,1650,3000,1.5,0,0,3,8,1650,0,1902,0,98144,47.5955,-122.306,1740,4000
2872,9406450090,20150408T000000,293000.0,4.0,2.25,2360,6260,2.0,0,0,3,7,2360,0,1998,0,98038,47.3882,-122.053,2144,6773
3739,3026079031,20140806T000000,211000.0,3.0,1.0,1410,47916,1.0,0,0,3,7,1410,0,1981,0,98019,47.7149,-121.96,1810,215622
14266,1324079054,20140922T000000,400000.0,4.0,1.5,1980,113691,1.0,0,0,3,7,1980,0,1962,0,98024,47.5606,-121.853,1980,89298
15413,9414610020,20140618T000000,574950.0,5.0,3.25,3160,10000,2.0,0,0,4,8,3160,0,1980,0,98027,47.52,-122.047,2130,10000
9224,7436500120,20150219T000000,529000.0,3.0,1.75,1500,7367,1.0,0,0,3,8,1500,0,1974,0,98033,47.6722,-122.167,1920,7579
11035,1951500055,20140730T000000,268500.0,4.0,1.75,1820,13600,1.5,0,0,3,7,1120,700,1959,0,98032,47.3743,-122.295,1810,11970
15514,1954630080,20140619T000000,500000.0,3.0,2.5,2840,48716,1.0,0,3,3,9,1870,970,1994,0,98014,47.6832,-121.915,2710,43676
13411,2426039123,20150130T000000,2415000.0,5.0,4.75,7880,24250,2.0,0,2,3,13,7880,0,1996,0,98177,47.7334,-122.362,2740,10761
5326,8691310380,20150128T000000,774000.0,4.0,2.75,2830,10240,2.0,0,0,4,9,2830,0,1998,0,98075,47.5903,-121.986,3490,10240
11809,3904901840,20140630T000000,491500.0,3.0,2.25,1470,4322,2.0,0,0,3,7,1470,0,1985,0,98029,47.5672,-122.018,1610,4322
19114,339350150,20150311T000000,675000.0,3.0,2.75,2740,5735,2.0,0,0,3,9,2740,0,2004,0,98052,47.6862,-122.093,2210,5026
7367,3205100010,20141216T000000,406000.0,3.0,1.5,1370,7853,1.0,0,0,4,7,1370,0,1962,0,98056,47.5409,-122.18,1730,9465
21275,8725950170,20150123T000000,950000.0,2.0,2.25,2200,2043,2.0,0,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,2020,1957
4152,6139100056,20141023T000000,378950.0,4.0,2.0,1820,8400,1.0,0,0,5,7,1300,520,1956,0,98155,47.7615,-122.329,1700,9450
19694,9542840060,20150305T000000,340000.0,4.0,2.5,2320,4142,2.0,0,0,3,7,2320,0,2010,0,98038,47.3662,-122.019,2150,4140
8194,9357000215,20150127T000000,365000.0,3.0,1.0,1030,4700,1.0,0,0,3,7,1030,0,1952,0,98146,47.5118,-122.377,1030,4700
11973,1237500105,20141113T000000,760000.0,4.0,2.5,2850,11000,2.0,0,0,3,8,2850,0,1998,0,98052,47.6759,-122.161,1720,11000
7944,9545250110,20150414T000000,750000.0,3.0,2.5,2560,9182,2.0,0,0,3,9,2560,0,1993,0,98027,47.5361,-122.051,2800,8784
10404,1814800060,20150220T000000,965000.0,4.0,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1906,2004,98103,47.6788,-122.346,1790,6000
12904,3438503014,20141020T000000,230000.0,2.0,1.0,870,7020,1.0,0,0,4,6,570,300,1942,0,98106,47.5404,-122.352,1730,7020
7037,2522029136,20140729T000000,310000.0,3.0,1.75,1560,82328,1.0,0,0,3,7,1560,0,1974,0,98070,47.3674,-122.503,2100,205603
16755,1186000095,20140708T000000,890000.0,4.0,2.75,2310,4020,3.0,0,0,5,8,2310,0,1979,0,98122,47.6154,-122.291,2270,3750
7845,4139420590,20140520T000000,1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177
7637,3268000040,20140628T000000,339900.0,3.0,1.0,1200,9087,1.0,0,0,5,7,1200,0,1969,0,98056,47.5234,-122.177,1250,11826
20223,7853380480,20140529T000000,650880.0,3.0,2.5,2930,6050,2.0,0,0,3,9,2930,0,2008,0,98065,47.5151,-121.883,2760,5765
9404,4233400490,20140820T000000,262000.0,3.0,2.5,1680,10300,2.0,0,0,4,7,1680,0,1994,0,98010,47.31399999999999,-122.001,1680,9849
18966,1081330210,20140911T000000,410000.0,4.0,2.25,2150,27345,2.0,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2200,11923
20529,7658600082,20141114T000000,565000.0,2.0,2.5,1950,2457,3.0,0,0,3,8,1950,0,2009,0,98144,47.5925,-122.302,1650,1639
21492,7283900306,20150417T000000,400000.0,3.0,2.5,1910,4408,3.0,0,0,3,8,1910,0,2007,0,98133,47.7634,-122.35,1910,8154
1901,2126049032,20140905T000000,375000.0,3.0,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,98125,47.7231,-122.301,1690,7937
19988,5363200100,20141020T000000,897000.0,4.0,2.5,2820,6120,2.0,0,0,3,9,2820,0,2014,0,98115,47.6911,-122.293,1510,6120
13082,7017200120,20140820T000000,358000.0,2.0,1.0,930,5077,1.0,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,1080,5803
1536,5363200200,20150402T000000,932800.0,5.0,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140
7377,8825900095,20150421T000000,740000.0,3.0,1.5,1630,4080,1.5,0,0,4,8,1630,0,1927,0,98115,47.6756,-122.308,1950,4080
1275,567000392,20141103T000000,363000.0,2.0,2.0,920,1201,2.0,0,0,3,8,800,120,2009,0,98144,47.5926,-122.295,1150,1161
13085,3260000120,20150209T000000,599380.0,3.0,1.75,1270,7350,1.0,0,0,4,7,1270,0,1967,0,98005,47.6046,-122.168,1880,7350
3730,3066400750,20150413T000000,705000.0,3.0,2.5,2500,10359,2.0,0,0,3,10,2500,0,1986,0,98074,47.6286,-122.051,2580,10142
13898,8857640210,20150420T000000,574000.0,4.0,2.5,2980,10179,2.0,0,2,3,9,2980,0,2003,0,98038,47.3895,-122.033,2980,8828
17510,3347401315,20140616T000000,220000.0,3.0,2.0,1410,7998,1.0,0,0,4,7,1410,0,1940,0,98178,47.4968,-122.277,1780,8278
17231,9500900430,20140613T000000,265000.0,4.0,1.75,1900,10588,1.0,0,0,5,6,1900,0,1958,0,98002,47.289,-122.212,1530,10587
36,9435300030,20140528T000000,550000.0,4.0,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467
15598,3010300415,20150211T000000,383000.0,5.0,2.0,2280,5750,1.0,0,0,4,8,1140,1140,1951,0,98116,47.5672,-122.39,1780,5750
8922,1687000210,20140725T000000,275000.0,3.0,2.5,2497,4400,2.0,0,0,3,8,2497,0,2007,0,98001,47.2873,-122.283,2434,4400
13057,2853600155,20140915T000000,110000.0,1.0,1.0,640,10280,1.0,0,0,2,5,640,0,1920,0,98126,47.5144,-122.368,1090,9000
10732,423059360,20141017T000000,345000.0,4.0,2.5,2040,5875,2.0,0,0,3,8,2040,0,2004,0,98056,47.5051,-122.17,2230,5459
2980,3744600028,20141121T000000,390000.0,4.0,1.75,2690,46609,1.5,0,0,3,7,2690,0,1940,0,98146,47.4951,-122.352,1920,7302
5653,7283900010,20150223T000000,350000.0,3.0,1.0,1080,7000,1.0,0,0,4,6,1080,0,1916,0,98133,47.7637,-122.351,1410,7214
8986,3179100482,20150126T000000,450000.0,2.0,2.25,1040,1377,2.0,0,0,3,8,1040,0,2003,0,98105,47.6692,-122.279,1264,1892
15099,7812801850,20141015T000000,194000.0,3.0,1.0,1180,6050,1.0,0,0,3,6,820,360,1944,0,98178,47.4945,-122.249,1070,6050
7668,6169900580,20140709T000000,1465000.0,6.0,4.5,4230,6420,2.0,0,3,4,8,2360,1870,1916,0,98119,47.6301,-122.369,3450,4085
20744,1604601572,20140905T000000,345000.0,2.0,2.25,860,696,2.0,0,0,3,9,860,0,2009,0,98118,47.5663,-122.29,1100,3000
18558,4345300180,20150406T000000,269000.0,3.0,2.0,1410,10577,1.0,0,0,3,7,1410,0,1994,0,98030,47.3642,-122.187,1660,6757
17508,3761100257,20140714T000000,1215000.0,3.0,3.0,4560,16339,2.0,0,2,3,10,4040,520,2001,0,98034,47.7024,-122.243,2620,11561
21305,2768301476,20141124T000000,495000.0,3.0,2.25,1280,1517,2.0,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681
1335,8961990160,20150413T000000,567500.0,3.0,2.5,2080,4556,2.0,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606
7583,3649100306,20140506T000000,379900.0,4.0,1.75,1500,11600,1.0,0,0,4,7,1000,500,1955,0,98028,47.7373,-122.241,1740,11600
4748,644200090,20140715T000000,921000.0,3.0,2.25,2380,11200,1.0,0,0,4,8,2380,0,1963,0,98004,47.5873,-122.193,2010,11200
4506,9407111220,20150504T000000,303000.0,2.0,1.0,1020,9200,1.0,0,0,3,7,1020,0,1978,0,98045,47.4461,-121.769,1520,9600
424,7942600310,20140717T000000,375000.0,2.0,1.0,940,5120,1.0,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120
20783,2619950070,20140826T000000,430000.0,4.0,2.5,2750,7200,2.0,0,0,3,8,2750,0,2011,0,98019,47.7327,-121.966,2750,7200
1488,5202500030,20150401T000000,514000.0,3.0,1.5,1610,9964,1.0,0,0,3,7,1080,530,1977,0,98052,47.6681,-122.143,1610,9964
17180,1126059108,20150423T000000,1200000.0,4.0,3.5,3930,43560,2.0,0,0,3,10,3930,0,2003,0,98072,47.7497,-122.121,2860,36460
17789,7304301010,20140915T000000,421000.0,2.0,1.5,1400,11245,1.0,0,0,5,7,1400,0,1947,0,98155,47.7469,-122.321,1220,11241
10428,626059155,20141210T000000,315000.0,3.0,1.75,1010,12000,1.0,0,0,4,7,1010,0,1977,0,98011,47.77,-122.207,1080,10619
21254,7852120050,20150311T000000,729950.0,4.0,3.5,3510,10010,2.0,0,0,3,10,3510,0,2001,0,98065,47.5412,-121.876,4200,9935
13590,4024101395,20140513T000000,370000.0,3.0,1.75,1650,8254,1.0,0,0,5,7,1060,590,1951,0,98155,47.7596,-122.304,2280,9450
1008,1624079104,20150402T000000,540000.0,3.0,2.25,2000,217800,2.0,0,0,3,8,2000,0,1996,0,98024,47.5599,-121.911,2220,217800
1924,1726069179,20141223T000000,432000.0,3.0,1.75,2410,51763,1.0,0,0,4,8,1410,1000,1981,0,98077,47.7429,-122.056,2410,49207
15350,5450300020,20140618T000000,900000.0,6.0,3.0,3020,13783,2.0,0,0,3,8,3020,0,1952,2002,98040,47.5722,-122.226,1720,13500
11657,2195700270,20140627T000000,665000.0,3.0,2.5,2610,35000,2.0,0,0,3,10,2610,0,1988,0,98072,47.7377,-122.101,3060,35427
11391,9542000340,20140807T000000,500000.0,3.0,1.75,1560,16194,1.0,0,0,3,8,1560,0,1961,0,98005,47.5966,-122.175,2430,16193
16721,282500010,20150107T000000,685000.0,4.0,2.25,3133,16197,2.0,0,0,3,9,2533,600,1965,2010,98166,47.4255,-122.338,3090,15588
16225,284000095,20140922T000000,1200000.0,2.0,2.25,2160,17861,2.0,1,4,4,9,2160,0,1956,0,98146,47.502,-122.385,2660,18530
15604,1769600066,20141211T000000,700000.0,3.0,3.5,3030,11550,2.0,0,2,3,8,3030,0,1971,2011,98146,47.5051,-122.381,2340,10560
8715,5101405340,20140821T000000,460000.0,2.0,2.5,1830,8107,1.0,0,0,5,7,930,900,1946,0,98125,47.701,-122.305,1260,6960
17452,2744000010,20140513T000000,287600.0,3.0,2.5,1950,8251,2.0,0,0,3,7,1950,0,1990,0,98001,47.343,-122.28,1540,8588
9599,7970800100,20140527T000000,283200.0,4.0,2.5,1982,6406,2.0,0,0,3,8,1982,0,2004,0,98030,47.3636,-122.192,2340,6501
9080,2291400236,20140612T000000,363000.0,3.0,3.25,1651,1779,2.0,0,0,3,8,1341,310,2008,0,98133,47.7076,-122.346,1650,2908
10661,3530490160,20140821T000000,178500.0,2.0,1.0,930,3447,1.0,0,0,4,8,930,0,1978,0,98198,47.3822,-122.318,1160,3447
635,7199330390,20140624T000000,415000.0,3.0,1.75,1070,8000,1.0,0,0,3,7,1070,0,1977,0,98052,47.6978,-122.13,1200,7990
16265,1556200005,20140603T000000,847000.0,5.0,1.0,2550,4623,2.5,0,0,4,9,2550,0,1905,0,98122,47.6092,-122.294,1570,3875
20518,3232200085,20150428T000000,1500000.0,6.0,3.5,3670,3959,2.0,0,0,3,10,2410,1260,2008,0,98119,47.6356,-122.373,2060,3625
11579,7338000800,20141120T000000,185000.0,3.0,1.5,1280,4031,2.0,0,0,4,6,1280,0,1985,0,98002,47.3342,-122.215,1150,4500
14082,3521059042,20140728T000000,255500.0,4.0,1.0,1370,41194,1.5,0,2,5,5,1370,0,1900,0,98092,47.2716,-122.144,1590,84070
4843,1312200080,20140528T000000,224000.0,3.0,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910
4978,4365700130,20150325T000000,210000.0,3.0,1.0,1660,7440,1.0,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440
10697,486000510,20140523T000000,1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,10,1860,1510,1988,0,98117,47.6773,-122.403,2730,7380
18596,7852110740,20141112T000000,645500.0,4.0,2.5,2990,8622,2.0,0,0,3,9,2990,0,2000,0,98065,47.5394,-121.875,2980,8622
18769,8917100153,20140910T000000,585000.0,4.0,2.5,2370,15200,1.0,0,0,3,8,1660,710,1975,0,98052,47.6295,-122.089,2360,13879
7359,8961950250,20140915T000000,384000.0,5.0,2.75,3220,8160,2.0,0,0,3,9,3220,0,1999,0,98001,47.3154,-122.254,2876,11521
13303,1921059213,20150327T000000,246000.0,5.0,1.75,2030,10200,1.0,0,0,4,7,2030,0,1958,0,98002,47.2867,-122.209,1760,11550
